param_id,equipment_id,parameter_category,parameter_name,parameter_value,timestamp
575,1002,water,pH,7.274,2024-01-17
576,1002,water,pH,7.853,2024-01-18
577,1002,water,pH,7.341,2024-01-19
578,1002,water,pH,7.85,2024-01-20
579,1002,water,pH,7.361,2024-01-21
580,1002,water,pH,7.428,2024-01-22
581,1002,water,pH,7.807,2024-01-23
582,1002,water,pH,6.824,2024-01-24
583,1002,water,pH,7.518,2024-01-25
584,1002,water,pH,7.525,2024-01-26
585,1002,water,pH,7.118,2024-01-27
586,1002,water,pH,6.951,2024-01-28
587,1002,water,pH,7.354,2024-01-29
588,1002,water,pH,7.491,2024-01-30
589,1002,water,pH,7.032,2024-01-31
590,1002,water,turbidity,9.935,2024-01-01
591,1002,water,turbidity,0.101,2024-01-02
592,1002,water,turbidity,1.585,2024-01-03
593,1002,water,turbidity,3.136,2024-01-04
594,1002,water,turbidity,4.431,2024-01-05
595,1002,water,turbidity,0.129,2024-01-06
596,1002,water,turbidity,4.461,2024-01-07
597,1002,water,turbidity,4.256,2024-01-08
598,1002,water,turbidity,12.549,2024-01-09
599,1002,water,turbidity,3.067,2024-01-10
600,1002,water,turbidity,0.568,2024-01-11
601,1002,water,turbidity,5.388,2024-01-12
602,1002,water,turbidity,0.488,2024-01-13
603,1002,water,turbidity,2.303,2024-01-14
604,1002,water,turbidity,2.249,2024-01-15
605,1002,water,turbidity,3.607,2024-01-16
606,1002,water,turbidity,1.16,2024-01-17
607,1002,water,turbidity,8.172,2024-01-18
608,1002,water,turbidity,7.018,2024-01-19
609,1002,water,turbidity,10.121,2024-01-20
610,1002,water,turbidity,7.113,2024-01-21
611,1002,water,turbidity,0.508,2024-01-22
612,1002,water,turbidity,5.05,2024-01-23
613,1002,water,turbidity,4.482,2024-01-24
614,1002,water,turbidity,14.597,2024-01-25
615,1002,water,turbidity,2.079,2024-01-26
616,1002,water,turbidity,5.115,2024-01-27
617,1002,water,turbidity,9.933,2024-01-28
618,1002,water,turbidity,5.801,2024-01-29
619,1002,water,turbidity,14.788,2024-01-30
620,1002,water,turbidity,1.347,2024-01-31
621,1002,water,dissolved_oxygen,4.534,2024-01-01
622,1002,water,dissolved_oxygen,7.384,2024-01-02
623,1002,water,dissolved_oxygen,11.325,2024-01-03
624,1002,water,dissolved_oxygen,6.767,2024-01-04
625,1002,water,dissolved_oxygen,9.122,2024-01-05
626,1002,water,dissolved_oxygen,10.438,2024-01-06
627,1002,water,dissolved_oxygen,6.251,2024-01-07
628,1002,water,dissolved_oxygen,6.597,2024-01-08
629,1002,water,dissolved_oxygen,9.405,2024-01-09
630,1002,water,dissolved_oxygen,4.652,2024-01-10
631,1002,water,dissolved_oxygen,7.879,2024-01-11
632,1002,water,dissolved_oxygen,8.599,2024-01-12
633,1002,water,dissolved_oxygen,9.248,2024-01-13
634,1002,water,dissolved_oxygen,6.108,2024-01-14
635,1002,water,dissolved_oxygen,11.546,2024-01-15
636,1002,water,dissolved_oxygen,8.438,2024-01-16
637,1002,water,dissolved_oxygen,11.63,2024-01-17
638,1002,water,dissolved_oxygen,6.121,2024-01-18
639,1002,water,dissolved_oxygen,10.798,2024-01-19
640,1002,water,dissolved_oxygen,6.198,2024-01-20
641,1002,water,dissolved_oxygen,7.597,2024-01-21
642,1002,water,dissolved_oxygen,7.192,2024-01-22
643,1002,water,dissolved_oxygen,5.791,2024-01-23
644,1002,water,dissolved_oxygen,9.632,2024-01-24
645,1002,water,dissolved_oxygen,7.119,2024-01-25
646,1002,water,dissolved_oxygen,6.572,2024-01-26
647,1002,water,dissolved_oxygen,7.763,2024-01-27
648,1002,water,dissolved_oxygen,7.641,2024-01-28
649,1002,water,dissolved_oxygen,9.398,2024-01-29
650,1002,water,dissolved_oxygen,8.55,2024-01-30
651,1002,water,dissolved_oxygen,8.826,2024-01-31
652,1002,water,temperature,13.225,2024-01-01
653,1002,water,temperature,20.75,2024-01-02
654,1002,water,temperature,16.835,2024-01-03
655,1002,water,temperature,16.875,2024-01-04
656,1002,water,temperature,13.928,2024-01-05
657,1002,water,temperature,19.498,2024-01-06
658,1002,water,temperature,69.07,2024-01-07
659,1002,water,temperature,15.678,2024-01-08
660,1002,water,temperature,22.258,2024-01-09
661,1002,water,temperature,15.534,2024-01-10
662,1002,water,temperature,13.133,2024-01-11
663,1002,water,temperature,17.514,2024-01-12
664,1002,water,temperature,16.828,2024-01-13
665,1002,water,temperature,17.344,2024-01-14
666,1002,water,temperature,16.611,2024-01-15
667,1002,water,temperature,17.904,2024-01-16
668,1002,water,temperature,18.255,2024-01-17
669,1002,water,temperature,12.53,2024-01-18
670,1002,water,temperature,16.457,2024-01-19
671,1002,water,temperature,20.853,2024-01-20
672,1002,water,temperature,16.412,2024-01-21
673,1002,water,temperature,20.12,2024-01-22
674,1002,water,temperature,19.708,2024-01-23
675,1002,water,temperature,22.289,2024-01-24
676,1002,water,temperature,103.7,2024-01-25
677,1002,water,temperature,18.775,2024-01-26
678,1002,water,temperature,20.588,2024-01-27
679,1002,water,temperature,17.438,2024-01-28
680,1002,water,temperature,16.917,2024-01-29
681,1002,water,temperature,10.958,2024-01-30
682,1002,water,temperature,18.148,2024-01-31
683,1002,water,conductivity,512.09,2024-01-01
684,1002,water,conductivity,649.638,2024-01-02
685,1002,water,conductivity,567.879,2024-01-03
686,1002,water,conductivity,600.017,2024-01-04
687,1002,water,conductivity,564.079,2024-01-05
688,1002,water,conductivity,304.294,2024-01-06
689,1002,water,conductivity,555.016,2024-01-07
690,1002,water,conductivity,557.594,2024-01-08
691,1002,water,conductivity,532.416,2024-01-09
692,1002,water,conductivity,468.564,2024-01-10
693,1002,water,conductivity,452.704,2024-01-11
694,1002,water,conductivity,378.688,2024-01-12
695,1002,water,conductivity,499.619,2024-01-13
696,1002,water,conductivity,445.513,2024-01-14
697,1002,water,conductivity,416.248,2024-01-15
698,1002,water,conductivity,614.504,2024-01-16
699,1002,water,conductivity,488.927,2024-01-17
700,1002,water,conductivity,493.411,2024-01-18
701,1002,water,conductivity,384.427,2024-01-19
702,1002,water,conductivity,664.922,2024-01-20
703,1002,water,conductivity,533.407,2024-01-21
704,1002,water,conductivity,566.025,2024-01-22
705,1002,water,conductivity,395.084,2024-01-23
706,1002,water,conductivity,539.812,2024-01-24
707,1002,water,conductivity,562.235,2024-01-25
708,1002,water,conductivity,505.486,2024-01-26
709,1002,water,conductivity,462.913,2024-01-27
710,1002,water,conductivity,553.058,2024-01-28
711,1002,water,conductivity,457.134,2024-01-29
712,1002,water,conductivity,561.637,2024-01-30
713,1002,water,conductivity,471.682,2024-01-31
714,1002,water,total_suspended_solids,513.04,2024-01-01
715,1002,water,total_suspended_solids,4.492,2024-01-02
716,1002,water,total_suspended_solids,67.554,2024-01-03
717,1002,water,total_suspended_solids,25.682,2024-01-04
718,1002,water,total_suspended_solids,32.078,2024-01-05
719,1002,water,total_suspended_solids,1.759,2024-01-06
720,1002,water,total_suspended_solids,21.81,2024-01-07
721,1002,water,total_suspended_solids,27.487,2024-01-08
722,1002,water,total_suspended_solids,6.107,2024-01-09
723,1002,water,total_suspended_solids,3.247,2024-01-10
724,1002,water,total_suspended_solids,2.63,2024-01-11
725,1002,water,total_suspended_solids,8.492,2024-01-12
726,1002,water,total_suspended_solids,6.159,2024-01-13
727,1002,water,total_suspended_solids,107.247,2024-01-14
728,1002,water,total_suspended_solids,60.732,2024-01-15
729,1002,water,total_suspended_solids,23.881,2024-01-16
730,1002,water,total_suspended_solids,73.827,2024-01-17
731,1002,water,total_suspended_solids,612.285,2024-01-18
732,1002,water,total_suspended_solids,30.599,2024-01-19
733,1002,water,total_suspended_solids,105.05,2024-01-20
734,1002,water,total_suspended_solids,13.305,2024-01-21
735,1002,water,total_suspended_solids,88.385,2024-01-22
736,1002,water,total_suspended_solids,10.549,2024-01-23
737,1002,water,total_suspended_solids,11.205,2024-01-24
738,1002,water,total_suspended_solids,18.543,2024-01-25
739,1002,water,total_suspended_solids,2.401,2024-01-26
740,1002,water,total_suspended_solids,153.443,2024-01-27
741,1002,water,total_suspended_solids,12.676,2024-01-28
742,1002,water,total_suspended_solids,0.885,2024-01-29
743,1002,water,total_suspended_solids,8.057,2024-01-30
744,1002,water,total_suspended_solids,72.914,2024-01-31
745,1003,emissions,CO2,3796.123,2024-01-01
746,1003,emissions,CO2,2855.482,2024-01-02
747,1003,emissions,CO2,6103.669,2024-01-03
748,1003,emissions,CO2,4899.852,2024-01-04
749,1003,emissions,CO2,6550.411,2024-01-05
750,1003,emissions,CO2,6220.866,2024-01-06
751,1003,emissions,CO2,5683.977,2024-01-07
752,1003,emissions,CO2,5117.836,2024-01-08
753,1003,emissions,CO2,4543.168,2024-01-09
754,1003,emissions,CO2,6137.072,2024-01-10
755,1003,emissions,CO2,5201.287,2024-01-11
756,1003,emissions,CO2,6315.129,2024-01-12
757,1003,emissions,CO2,5565.879,2024-01-13
758,1003,emissions,CO2,1293.577,2024-01-14
759,1003,emissions,CO2,3557.609,2024-01-15
760,1003,emissions,CO2,5310.813,2024-01-16
761,1003,emissions,CO2,2886.829,2024-01-17
762,1003,emissions,CO2,4534.082,2024-01-18
763,1003,emissions,CO2,4991.475,2024-01-19
764,1003,emissions,CO2,5588.356,2024-01-20
765,1003,emissions,CO2,2531.187,2024-01-21
766,1003,emissions,CO2,4599.709,2024-01-22
767,1003,emissions,CO2,3407.589,2024-01-23
768,1003,emissions,CO2,4655.344,2024-01-24
769,1003,emissions,CO2,4441.748,2024-01-25
770,1003,emissions,CO2,6115.61,2024-01-26
771,1003,emissions,CO2,6270.701,2024-01-27
772,1003,emissions,CO2,4106.434,2024-01-28
773,1003,emissions,CO2,5167.946,2024-01-29
774,1003,emissions,CO2,5702.733,2024-01-30
775,1003,emissions,CO2,2487.013,2024-01-31
776,1003,emissions,CH4,20.888,2024-01-01
777,1003,emissions,CH4,9.644,2024-01-02
778,1003,emissions,CH4,4.191,2024-01-03
779,1003,emissions,CH4,31.539,2024-01-04
780,1003,emissions,CH4,46.675,2024-01-05
781,1003,emissions,CH4,3.723,2024-01-06
782,1003,emissions,CH4,41.856,2024-01-07
783,1003,emissions,CH4,3.062,2024-01-08
784,1003,emissions,CH4,34.459,2024-01-09
785,1003,emissions,CH4,30.387,2024-01-10
786,1003,emissions,CH4,9.338,2024-01-11
787,1003,emissions,CH4,0.414,2024-01-12
788,1003,emissions,CH4,6.247,2024-01-13
789,1003,emissions,CH4,15.202,2024-01-14
790,1003,emissions,CH4,21.687,2024-01-15
791,1003,emissions,CH4,4.448,2024-01-16
792,1003,emissions,CH4,16.215,2024-01-17
793,1003,emissions,CH4,18.737,2024-01-18
794,1003,emissions,CH4,17.593,2024-01-19
795,1003,emissions,CH4,5.204,2024-01-20
796,1003,emissions,CH4,12.929,2024-01-21
797,1003,emissions,CH4,62.91,2024-01-22
798,1003,emissions,CH4,29.91,2024-01-23
799,1003,emissions,CH4,28.267,2024-01-24
800,1003,emissions,CH4,0.387,2024-01-25
801,1003,emissions,CH4,27.413,2024-01-26
802,1003,emissions,CH4,27.698,2024-01-27
803,1003,emissions,CH4,56.444,2024-01-28
804,1003,emissions,CH4,13.337,2024-01-29
805,1003,emissions,CH4,19.377,2024-01-30
806,1003,emissions,CH4,2.189,2024-01-31
807,1003,emissions,NOx,139.592,2024-01-01
808,1003,emissions,NOx,80.459,2024-01-02
809,1003,emissions,NOx,210.681,2024-01-03
810,1003,emissions,NOx,160.57,2024-01-04
811,1003,emissions,NOx,133.119,2024-01-05
812,1003,emissions,NOx,161.818,2024-01-06
813,1003,emissions,NOx,142.568,2024-01-07
814,1003,emissions,NOx,159.06,2024-01-08
815,1003,emissions,NOx,103.407,2024-01-09
816,1003,emissions,NOx,152.81,2024-01-10
817,1003,emissions,NOx,161.117,2024-01-11
818,1003,emissions,NOx,121.119,2024-01-12
819,1003,emissions,NOx,112.761,2024-01-13
820,1003,emissions,NOx,120.449,2024-01-14
821,1003,emissions,NOx,124.638,2024-01-15
822,1003,emissions,NOx,147.047,2024-01-16
823,1003,emissions,NOx,132.388,2024-01-17
824,1003,emissions,NOx,155.428,2024-01-18
825,1003,emissions,NOx,182.513,2024-01-19
826,1003,emissions,NOx,171.0,2024-01-20
827,1003,emissions,NOx,189.807,2024-01-21
828,1003,emissions,NOx,157.449,2024-01-22
829,1003,emissions,NOx,198.029,2024-01-23
830,1003,emissions,NOx,162.274,2024-01-24
831,1003,emissions,NOx,9.032,2024-01-25
832,1003,emissions,NOx,218.773,2024-01-26
833,1003,emissions,NOx,276.429,2024-01-27
834,1003,emissions,NOx,175.422,2024-01-28
835,1003,emissions,NOx,197.257,2024-01-29
836,1003,emissions,NOx,165.835,2024-01-30
837,1003,emissions,NOx,85.104,2024-01-31
838,1003,emissions,SOx,73.286,2024-01-01
839,1003,emissions,SOx,103.642,2024-01-02
840,1003,emissions,SOx,99.244,2024-01-03
841,1003,emissions,SOx,122.535,2024-01-04
842,1003,emissions,SOx,92.867,2024-01-05
843,1003,emissions,SOx,81.659,2024-01-06
844,1003,emissions,SOx,59.125,2024-01-07
845,1003,emissions,SOx,64.012,2024-01-08
846,1003,emissions,SOx,104.981,2024-01-09
847,1003,emissions,SOx,80.1,2024-01-10
848,1003,emissions,SOx,90.882,2024-01-11
849,1003,emissions,SOx,46.669,2024-01-12
850,1003,emissions,SOx,49.291,2024-01-13
851,1003,emissions,SOx,87.035,2024-01-14
852,1003,emissions,SOx,91.023,2024-01-15
853,1003,emissions,SOx,106.71,2024-01-16
854,1003,emissions,SOx,90.219,2024-01-17
855,1003,emissions,SOx,75.246,2024-01-18
856,1003,emissions,SOx,108.222,2024-01-19
857,1003,emissions,SOx,41.135,2024-01-20
858,1003,emissions,SOx,115.019,2024-01-21
859,1003,emissions,SOx,137.393,2024-01-22
860,1003,emissions,SOx,106.222,2024-01-23
861,1003,emissions,SOx,204.632,2024-01-24
862,1003,emissions,SOx,111.071,2024-01-25
863,1003,emissions,SOx,142.028,2024-01-26
864,1003,emissions,SOx,123.081,2024-01-27
865,1003,emissions,SOx,74.952,2024-01-28
866,1003,emissions,SOx,53.185,2024-01-29
867,1003,emissions,SOx,96.098,2024-01-30
868,1003,emissions,SOx,109.906,2024-01-31
869,1003,emissions,PM10,55.136,2024-01-01
870,1003,emissions,PM10,41.957,2024-01-02
871,1003,emissions,PM10,29.78,2024-01-03
872,1003,emissions,PM10,47.659,2024-01-04
873,1003,emissions,PM10,49.089,2024-01-05
874,1003,emissions,PM10,57.888,2024-01-06
875,1003,emissions,PM10,55.795,2024-01-07
876,1003,emissions,PM10,56.366,2024-01-08
877,1003,emissions,PM10,54.294,2024-01-09
878,1003,emissions,PM10,25.067,2024-01-10
879,1003,emissions,PM10,66.404,2024-01-11
880,1003,emissions,PM10,45.731,2024-01-12
881,1003,emissions,PM10,31.905,2024-01-13
882,1003,emissions,PM10,78.866,2024-01-14
883,1003,emissions,PM10,52.756,2024-01-15
884,1003,emissions,PM10,62.393,2024-01-16
885,1003,emissions,PM10,55.083,2024-01-17
886,1003,emissions,PM10,55.117,2024-01-18
887,1003,emissions,PM10,56.777,2024-01-19
888,1003,emissions,PM10,61.599,2024-01-20
889,1003,emissions,PM10,51.144,2024-01-21
890,1003,emissions,PM10,29.3,2024-01-22
891,1003,emissions,PM10,55.827,2024-01-23
892,1003,emissions,PM10,49.589,2024-01-24
893,1003,emissions,PM10,64.123,2024-01-25
894,1003,emissions,PM10,40.561,2024-01-26
895,1003,emissions,PM10,70.555,2024-01-27
896,1003,emissions,PM10,39.201,2024-01-28
897,1003,emissions,PM10,49.946,2024-01-29
898,1003,emissions,PM10,38.021,2024-01-30
899,1003,emissions,PM10,56.78,2024-01-31
900,1003,emissions,PM2.5,47.605,2024-01-01
901,1003,emissions,PM2.5,32.389,2024-01-02
902,1003,emissions,PM2.5,24.627,2024-01-03
903,1003,emissions,PM2.5,14.014,2024-01-04
904,1003,emissions,PM2.5,24.682,2024-01-05
905,1003,emissions,PM2.5,10.471,2024-01-06
906,1003,emissions,PM2.5,39.925,2024-01-07
907,1003,emissions,PM2.5,24.968,2024-01-08
908,1003,emissions,PM2.5,30.949,2024-01-09
909,1003,emissions,PM2.5,23.483,2024-01-10
910,1003,emissions,PM2.5,18.447,2024-01-11
911,1003,emissions,PM2.5,16.009,2024-01-12
912,1003,emissions,PM2.5,16.784,2024-01-13
913,1003,emissions,PM2.5,25.213,2024-01-14
914,1003,emissions,PM2.5,25.398,2024-01-15
915,1003,emissions,PM2.5,37.898,2024-01-16
916,1003,emissions,PM2.5,21.769,2024-01-17
917,1003,emissions,PM2.5,37.431,2024-01-18
918,1003,emissions,PM2.5,43.037,2024-01-19
919,1003,emissions,PM2.5,35.77,2024-01-20
920,1003,emissions,PM2.5,32.756,2024-01-21
921,1003,emissions,PM2.5,33.916,2024-01-22
922,1003,emissions,PM2.5,39.208,2024-01-23
923,1003,emissions,PM2.5,12.597,2024-01-24
924,1003,emissions,PM2.5,21.129,2024-01-25
925,1003,emissions,PM2.5,29.373,2024-01-26
926,1003,emissions,PM2.5,34.563,2024-01-27
927,1003,emissions,PM2.5,14.728,2024-01-28
928,1003,emissions,PM2.5,28.745,2024-01-29
929,1003,emissions,PM2.5,24.485,2024-01-30
930,1003,emissions,PM2.5,30.777,2024-01-31
931,1003,water,pH,7.652,2024-01-01
932,1003,water,pH,8.37,2024-01-02
933,1003,water,pH,40.38,2024-01-03
934,1003,water,pH,7.646,2024-01-04
935,1003,water,pH,7.528,2024-01-05
936,1003,water,pH,7.41,2024-01-06
937,1003,water,pH,7.854,2024-01-07
938,1003,water,pH,8.181,2024-01-08
939,1003,water,pH,7.94,2024-01-09
940,1003,water,pH,7.473,2024-01-10
941,1003,water,pH,34.61,2024-01-11
942,1003,water,pH,7.578,2024-01-12
943,1003,water,pH,6.894,2024-01-13
944,1003,water,pH,6.953,2024-01-14
945,1003,water,pH,8.377,2024-01-15
946,1003,water,pH,7.618,2024-01-16
947,1003,water,pH,7.46,2024-01-17
948,1003,water,pH,8.802,2024-01-18
949,1003,water,pH,7.848,2024-01-19
950,1003,water,pH,7.14,2024-01-20
951,1003,water,pH,6.999,2024-01-21
952,1003,water,pH,7.071,2024-01-22
953,1003,water,pH,7.609,2024-01-23
954,1003,water,pH,6.562,2024-01-24
955,1003,water,pH,7.578,2024-01-25
956,1003,water,pH,7.248,2024-01-26
957,1003,water,pH,7.549,2024-01-27
958,1003,water,pH,7.667,2024-01-28
959,1003,water,pH,8.292,2024-01-29
960,1003,water,pH,7.893,2024-01-30
961,1003,water,pH,35.475,2024-01-31
962,1003,water,turbidity,7.392,2024-01-01
963,1003,water,turbidity,0.347,2024-01-02
964,1003,water,turbidity,1.854,2024-01-03
965,1003,water,turbidity,2.463,2024-01-04
966,1003,water,turbidity,0.851,2024-01-05
967,1003,water,turbidity,4.69,2024-01-06
968,1003,water,turbidity,3.231,2024-01-07
969,1003,water,turbidity,0.365,2024-01-08
970,1003,water,turbidity,7.999,2024-01-09
971,1003,water,turbidity,5.963,2024-01-10
972,1003,water,turbidity,1.64,2024-01-11
973,1003,water,turbidity,2.454,2024-01-12
974,1003,water,turbidity,10.601,2024-01-13
975,1003,water,turbidity,7.497,2024-01-14
976,1003,water,turbidity,5.154,2024-01-15
977,1003,water,turbidity,1.019,2024-01-16
978,1003,water,turbidity,4.256,2024-01-17
979,1003,water,turbidity,0.355,2024-01-18
980,1003,water,turbidity,3.372,2024-01-19
981,1003,water,turbidity,0.144,2024-01-20
982,1003,water,turbidity,5.244,2024-01-21
983,1003,water,turbidity,0.746,2024-01-22
984,1003,water,turbidity,4.919,2024-01-23
985,1003,water,turbidity,1.49,2024-01-24
986,1003,water,turbidity,9.426,2024-01-25
987,1003,water,turbidity,1.429,2024-01-26
988,1003,water,turbidity,3.011,2024-01-27
989,1003,water,turbidity,0.853,2024-01-28
990,1003,water,turbidity,2.269,2024-01-29
991,1003,water,turbidity,2.183,2024-01-30
992,1003,water,turbidity,2.629,2024-01-31
993,1003,water,dissolved_oxygen,9.028,2024-01-01
994,1003,water,dissolved_oxygen,10.614,2024-01-02
995,1003,water,dissolved_oxygen,9.38,2024-01-03
996,1003,water,dissolved_oxygen,8.886,2024-01-04
997,1003,water,dissolved_oxygen,8.094,2024-01-05
998,1003,water,dissolved_oxygen,10.183,2024-01-06
999,1003,water,dissolved_oxygen,10.168,2024-01-07
1000,1003,water,dissolved_oxygen,10.135,2024-01-08
1001,1003,water,dissolved_oxygen,7.084,2024-01-09
1002,1003,water,dissolved_oxygen,8.575,2024-01-10
1003,1003,water,dissolved_oxygen,5.522,2024-01-11
1004,1003,water,dissolved_oxygen,8.484,2024-01-12
1005,1003,water,dissolved_oxygen,5.121,2024-01-13
1006,1003,water,dissolved_oxygen,6.988,2024-01-14
1007,1003,water,dissolved_oxygen,9.899,2024-01-15
1008,1003,water,dissolved_oxygen,9.388,2024-01-16
1009,1003,water,dissolved_oxygen,8.335,2024-01-17
1010,1003,water,dissolved_oxygen,9.204,2024-01-18
1011,1003,water,dissolved_oxygen,10.731,2024-01-19
1012,1003,water,dissolved_oxygen,10.385,2024-01-20
1013,1003,water,dissolved_oxygen,8.986,2024-01-21
1014,1003,water,dissolved_oxygen,5.639,2024-01-22
1015,1003,water,dissolved_oxygen,9.426,2024-01-23
1016,1003,water,dissolved_oxygen,9.779,2024-01-24
1017,1003,water,dissolved_oxygen,7.752,2024-01-25
1018,1003,water,dissolved_oxygen,9.713,2024-01-26
1019,1003,water,dissolved_oxygen,6.576,2024-01-27
1020,1003,water,dissolved_oxygen,8.774,2024-01-28
1021,1003,water,dissolved_oxygen,8.993,2024-01-29
1022,1003,water,dissolved_oxygen,9.288,2024-01-30
1023,1003,water,dissolved_oxygen,49.255,2024-01-31
1024,1003,water,temperature,14.257,2024-01-01
1025,1003,water,temperature,22.131,2024-01-02
1026,1003,water,temperature,13.211,2024-01-03
1027,1003,water,temperature,22.53,2024-01-04
1028,1003,water,temperature,18.874,2024-01-05
1029,1003,water,temperature,20.572,2024-01-06
1030,1003,water,temperature,19.103,2024-01-07
1031,1003,water,temperature,16.831,2024-01-08
1032,1003,water,temperature,16.578,2024-01-09
1033,1003,water,temperature,16.461,2024-01-10
1034,1003,water,temperature,23.65,2024-01-11
1035,1003,water,temperature,21.624,2024-01-12
1036,1003,water,temperature,3.849,2024-01-13
1037,1003,water,temperature,22.698,2024-01-14
1038,1003,water,temperature,17.785,2024-01-15
1039,1003,water,temperature,22.707,2024-01-16
1040,1003,water,temperature,13.4,2024-01-17
1041,1003,water,temperature,11.789,2024-01-18
1042,1003,water,temperature,19.688,2024-01-19
1043,1003,water,temperature,14.113,2024-01-20
1044,1003,water,temperature,18.456,2024-01-21
1045,1003,water,temperature,18.232,2024-01-22
1046,1003,water,temperature,18.745,2024-01-23
1047,1003,water,temperature,4.126,2024-01-24
1048,1003,water,temperature,18.964,2024-01-25
1049,1003,water,temperature,17.871,2024-01-26
1050,1003,water,temperature,21.472,2024-01-27
1051,1003,water,temperature,19.394,2024-01-28
1052,1003,water,temperature,18.791,2024-01-29
1053,1003,water,temperature,14.72,2024-01-30
1054,1003,water,temperature,20.404,2024-01-31
1055,1003,water,conductivity,656.306,2024-01-01
1056,1003,water,conductivity,572.807,2024-01-02
1057,1003,water,conductivity,251.182,2024-01-03
1058,1003,water,conductivity,351.777,2024-01-04
1059,1003,water,conductivity,609.704,2024-01-05
1060,1003,water,conductivity,622.332,2024-01-06
1061,1003,water,conductivity,531.872,2024-01-07
1062,1003,water,conductivity,586.897,2024-01-08
1063,1003,water,conductivity,431.317,2024-01-09
1064,1003,water,conductivity,459.436,2024-01-10
1065,1003,water,conductivity,406.16,2024-01-11
1066,1003,water,conductivity,477.796,2024-01-12
1067,1003,water,conductivity,439.44,2024-01-13
1068,1003,water,conductivity,396.332,2024-01-14
1069,1003,water,conductivity,553.772,2024-01-15
1070,1003,water,conductivity,405.454,2024-01-16
1071,1003,water,conductivity,379.259,2024-01-17
1072,1003,water,conductivity,620.439,2024-01-18
1073,1003,water,conductivity,55.637,2024-01-19
1074,1003,water,conductivity,554.75,2024-01-20
1075,1003,water,conductivity,555.751,2024-01-21
1076,1003,water,conductivity,657.751,2024-01-22
1077,1003,water,conductivity,562.452,2024-01-23
1078,1003,water,conductivity,618.449,2024-01-24
1079,1003,water,conductivity,559.757,2024-01-25
1080,1003,water,conductivity,389.477,2024-01-26
1081,1003,water,conductivity,446.606,2024-01-27
1082,1003,water,conductivity,523.621,2024-01-28
1083,1003,water,conductivity,474.072,2024-01-29
1084,1003,water,conductivity,458.338,2024-01-30
1085,1003,water,conductivity,512.3,2024-01-31
1086,1003,water,total_suspended_solids,226.727,2024-01-01
1087,1003,water,total_suspended_solids,112.156,2024-01-02
1088,1003,water,total_suspended_solids,20.119,2024-01-03
1089,1003,water,total_suspended_solids,118.232,2024-01-04
1090,1003,water,total_suspended_solids,119.586,2024-01-05
1091,1003,water,total_suspended_solids,12.079,2024-01-06
1092,1003,water,total_suspended_solids,33.679,2024-01-07
1093,1003,water,total_suspended_solids,176.791,2024-01-08
1094,1003,water,total_suspended_solids,53.654,2024-01-09
1095,1003,water,total_suspended_solids,15.236,2024-01-10
1096,1003,water,total_suspended_solids,94.253,2024-01-11
1097,1003,water,total_suspended_solids,114.822,2024-01-12
1098,1003,water,total_suspended_solids,31.593,2024-01-13
1099,1003,water,total_suspended_solids,9.729,2024-01-14
1100,1003,water,total_suspended_solids,59.558,2024-01-15
1101,1003,water,total_suspended_solids,124.938,2024-01-16
1102,1003,water,total_suspended_solids,36.3,2024-01-17
1103,1003,water,total_suspended_solids,4.2,2024-01-18
1104,1003,water,total_suspended_solids,3.057,2024-01-19
1105,1003,water,total_suspended_solids,155.697,2024-01-20
1106,1003,water,total_suspended_solids,1.924,2024-01-21
1107,1003,water,total_suspended_solids,10.563,2024-01-22
1108,1003,water,total_suspended_solids,13.945,2024-01-23
1109,1003,water,total_suspended_solids,38.909,2024-01-24
1110,1003,water,total_suspended_solids,84.07,2024-01-25
1111,1003,water,total_suspended_solids,21.912,2024-01-26
1112,1003,water,total_suspended_solids,1.436,2024-01-27
1113,1003,water,total_suspended_solids,6.087,2024-01-28
1114,1003,water,total_suspended_solids,19.709,2024-01-29
1115,1003,water,total_suspended_solids,79.437,2024-01-30
1116,1003,water,total_suspended_solids,5.099,2024-01-31
